feature_ID	n_tissues	tissue
ENSRNOG00000010993	3	ADRNL,BLOOD,HEART
ENSRNOG00000011000	3	COLON,CORTEX,HEART
ENSRNOG00000011071	3	BAT,COLON,WAT-SC
ENSRNOG00000011136	3	ADRNL,SMLINT,WAT-SC
ENSRNOG00000011138	3	BLOOD,COLON,HEART
ENSRNOG00000011140	3	BLOOD,COLON,SKM-VL
ENSRNOG00000011153	3	BAT,LUNG,SPLEEN
ENSRNOG00000011164	3	BAT,COLON,OVARY
ENSRNOG00000011189	3	ADRNL,COLON,WAT-SC
ENSRNOG00000011227	3	ADRNL,SKM-VL,SPLEEN
ENSRNOG00000011316	3	ADRNL,BAT,SMLINT
ENSRNOG00000011317	3	ADRNL,BAT,BLOOD
ENSRNOG00000011329	3	ADRNL,BLOOD,HEART
ENSRNOG00000011404	3	ADRNL,BAT,SPLEEN
ENSRNOG00000011407	3	ADRNL,COLON,CORTEX
ENSRNOG00000011411	3	BAT,COLON,WAT-SC
ENSRNOG00000011413	3	ADRNL,BAT,HEART
ENSRNOG00000011427	3	ADRNL,HEART,HIPPOC
ENSRNOG00000011541	3	ADRNL,OVARY,WAT-SC
ENSRNOG00000011559	3	ADRNL,COLON,SPLEEN
ENSRNOG00000011568	3	ADRNL,COLON,WAT-SC
ENSRNOG00000011592	3	ADRNL,BLOOD,COLON
ENSRNOG00000011696	3	COLON,KIDNEY,SPLEEN
ENSRNOG00000011700	3	ADRNL,COLON,OVARY
ENSRNOG00000011782	3	HEART,SKM-GN,SKM-VL
ENSRNOG00000011800	3	ADRNL,OVARY,SPLEEN
ENSRNOG00000011879	3	COLON,KIDNEY,SPLEEN
ENSRNOG00000011921	3	ADRNL,CORTEX,WAT-SC
ENSRNOG00000011946	3	ADRNL,SPLEEN,WAT-SC
ENSRNOG00000011976	3	ADRNL,BAT,OVARY
ENSRNOG00000011994	3	COLON,SPLEEN,WAT-SC
ENSRNOG00000012015	3	ADRNL,COLON,HEART
ENSRNOG00000012049	3	ADRNL,HEART,WAT-SC
ENSRNOG00000012091	3	ADRNL,BAT,COLON
ENSRNOG00000012095	3	ADRNL,COLON,SKM-VL
ENSRNOG00000012106	3	ADRNL,BLOOD,SKM-VL
ENSRNOG00000012110	3	COLON,LUNG,OVARY
ENSRNOG00000012134	3	LUNG,SKM-VL,VENACV
ENSRNOG00000012153	3	COLON,HEART,SPLEEN
ENSRNOG00000012183	3	BAT,COLON,LUNG
ENSRNOG00000012204	3	ADRNL,LUNG,WAT-SC
ENSRNOG00000012206	3	ADRNL,BLOOD,WAT-SC
ENSRNOG00000012207	3	ADRNL,BLOOD,COLON
ENSRNOG00000012274	3	BLOOD,LIVER,SKM-GN
ENSRNOG00000012294	3	BAT,COLON,LUNG
ENSRNOG00000012318	3	KIDNEY,SKM-VL,WAT-SC
ENSRNOG00000012325	3	ADRNL,COLON,OVARY
ENSRNOG00000012404	3	ADRNL,BAT,WAT-SC
ENSRNOG00000012414	3	ADRNL,BAT,SMLINT
ENSRNOG00000012420	3	COLON,HEART,OVARY
ENSRNOG00000012428	3	COLON,OVARY,WAT-SC
ENSRNOG00000012430	3	ADRNL,SMLINT,WAT-SC
ENSRNOG00000012439	3	BAT,LUNG,WAT-SC
ENSRNOG00000012495	3	ADRNL,SKM-GN,SKM-VL
ENSRNOG00000012512	3	HEART,LUNG,SKM-VL
ENSRNOG00000012563	3	ADRNL,KIDNEY,SPLEEN
ENSRNOG00000012580	3	ADRNL,HEART,WAT-SC
ENSRNOG00000012611	3	COLON,SMLINT,SPLEEN
ENSRNOG00000012622	3	ADRNL,LUNG,SKM-GN
ENSRNOG00000012645	3	ADRNL,COLON,WAT-SC
ENSRNOG00000012653	3	ADRNL,BLOOD,COLON
ENSRNOG00000012663	3	ADRNL,LUNG,WAT-SC
ENSRNOG00000012681	3	BAT,COLON,LUNG
ENSRNOG00000012693	3	BAT,COLON,OVARY
ENSRNOG00000012787	3	ADRNL,SMLINT,WAT-SC
ENSRNOG00000012820	3	BLOOD,COLON,SPLEEN
ENSRNOG00000012865	3	SKM-GN,SKM-VL,WAT-SC
ENSRNOG00000012878	3	ADRNL,HIPPOC,LUNG
ENSRNOG00000012950	3	KIDNEY,SKM-VL,SMLINT
ENSRNOG00000012964	3	ADRNL,SMLINT,WAT-SC
ENSRNOG00000012966	3	ADRNL,BAT,HEART
ENSRNOG00000012991	3	ADRNL,BLOOD,WAT-SC
ENSRNOG00000013017	3	ADRNL,KIDNEY,LUNG
ENSRNOG00000013039	3	BLOOD,SPLEEN,WAT-SC
ENSRNOG00000013166	3	ADRNL,LUNG,SMLINT
ENSRNOG00000013167	3	BAT,COLON,LUNG
ENSRNOG00000013172	3	ADRNL,BAT,SPLEEN
ENSRNOG00000013190	3	ADRNL,BAT,BLOOD
ENSRNOG00000013201	3	ADRNL,BAT,OVARY
ENSRNOG00000013231	3	BAT,LUNG,OVARY
ENSRNOG00000013257	3	COLON,OVARY,SKM-VL
ENSRNOG00000013262	3	ADRNL,SKM-VL,VENACV
ENSRNOG00000013313	3	OVARY,SKM-VL,SMLINT
ENSRNOG00000013397	3	ADRNL,BAT,COLON
ENSRNOG00000013409	3	BLOOD,LIVER,SPLEEN
ENSRNOG00000013426	3	ADRNL,OVARY,WAT-SC
ENSRNOG00000013463	3	ADRNL,COLON,WAT-SC
ENSRNOG00000013469	3	COLON,LUNG,SMLINT
ENSRNOG00000013481	3	ADRNL,COLON,TESTES
ENSRNOG00000013491	3	BLOOD,COLON,SPLEEN
ENSRNOG00000013506	3	ADRNL,BLOOD,SMLINT
ENSRNOG00000013508	3	BAT,BLOOD,CORTEX
ENSRNOG00000013516	3	ADRNL,BLOOD,SPLEEN
ENSRNOG00000013552	3	ADRNL,LUNG,SPLEEN
ENSRNOG00000013557	3	BAT,COLON,OVARY
ENSRNOG00000013585	3	ADRNL,BLOOD,COLON
ENSRNOG00000013641	3	ADRNL,BAT,LUNG
ENSRNOG00000013668	3	BAT,LUNG,SPLEEN
ENSRNOG00000013674	3	HIPPOC,SKM-GN,SKM-VL
ENSRNOG00000013718	3	COLON,SKM-GN,SPLEEN
ENSRNOG00000013747	3	ADRNL,BAT,OVARY
ENSRNOG00000013774	3	BAT,COLON,LUNG
ENSRNOG00000013781	3	SKM-GN,SKM-VL,VENACV
ENSRNOG00000013783	3	BAT,LUNG,WAT-SC
ENSRNOG00000013791	3	ADRNL,BAT,LIVER
ENSRNOG00000013825	3	ADRNL,SPLEEN,WAT-SC
ENSRNOG00000013829	3	ADRNL,HIPPOC,SPLEEN
ENSRNOG00000013862	3	BAT,COLON,WAT-SC
ENSRNOG00000013884	3	ADRNL,CORTEX,OVARY
ENSRNOG00000013889	3	ADRNL,BAT,COLON
ENSRNOG00000013927	3	ADRNL,COLON,WAT-SC
ENSRNOG00000013950	3	KIDNEY,LIVER,SMLINT
ENSRNOG00000013977	3	ADRNL,SKM-GN,SKM-VL
ENSRNOG00000014034	3	COLON,LUNG,SKM-VL
ENSRNOG00000014076	3	COLON,SKM-VL,SPLEEN
ENSRNOG00000014087	3	LIVER,SKM-GN,SMLINT
ENSRNOG00000014118	3	ADRNL,SKM-VL,SPLEEN
ENSRNOG00000014135	3	BAT,COLON,SMLINT
ENSRNOG00000014162	3	ADRNL,COLON,SKM-GN
ENSRNOG00000014204	3	ADRNL,SKM-GN,SKM-VL
ENSRNOG00000014226	3	COLON,SMLINT,WAT-SC
ENSRNOG00000014230	3	BAT,HEART,SKM-GN
ENSRNOG00000014231	3	ADRNL,KIDNEY,SPLEEN
ENSRNOG00000014237	3	ADRNL,SKM-VL,WAT-SC
ENSRNOG00000014272	3	BLOOD,CORTEX,HEART
ENSRNOG00000014274	3	ADRNL,COLON,VENACV
ENSRNOG00000014294	3	ADRNL,BAT,COLON
ENSRNOG00000014350	3	ADRNL,HEART,WAT-SC
ENSRNOG00000014362	3	ADRNL,COLON,WAT-SC
ENSRNOG00000014398	3	ADRNL,COLON,WAT-SC
ENSRNOG00000014426	3	LUNG,SKM-VL,WAT-SC
ENSRNOG00000014427	3	ADRNL,BAT,HIPPOC
ENSRNOG00000014496	3	ADRNL,COLON,SKM-VL
ENSRNOG00000014508	3	ADRNL,HEART,KIDNEY
ENSRNOG00000014522	3	ADRNL,BAT,SKM-VL
ENSRNOG00000014525	3	ADRNL,BAT,COLON
ENSRNOG00000014530	3	ADRNL,HEART,WAT-SC
ENSRNOG00000014610	3	BAT,OVARY,WAT-SC
ENSRNOG00000014633	3	ADRNL,BLOOD,COLON
ENSRNOG00000014635	3	BAT,COLON,WAT-SC
ENSRNOG00000014653	3	BAT,LUNG,OVARY
ENSRNOG00000014686	3	ADRNL,BAT,COLON
ENSRNOG00000014689	3	ADRNL,COLON,SPLEEN
ENSRNOG00000014727	3	ADRNL,BAT,COLON
ENSRNOG00000014751	3	BLOOD,HIPPOC,HYPOTH
ENSRNOG00000014761	3	HEART,KIDNEY,SKM-GN
ENSRNOG00000014797	3	ADRNL,SKM-VL,WAT-SC
ENSRNOG00000014872	3	ADRNL,COLON,OVARY
ENSRNOG00000014915	3	ADRNL,COLON,KIDNEY
ENSRNOG00000015027	3	BAT,LUNG,SPLEEN
ENSRNOG00000015036	3	ADRNL,SPLEEN,WAT-SC
ENSRNOG00000015054	3	ADRNL,SMLINT,SPLEEN
ENSRNOG00000015071	3	ADRNL,KIDNEY,VENACV
ENSRNOG00000015076	3	ADRNL,TESTES,WAT-SC
ENSRNOG00000015077	3	BAT,COLON,OVARY
ENSRNOG00000015089	3	ADRNL,BAT,SPLEEN
ENSRNOG00000015105	3	COLON,LUNG,TESTES
ENSRNOG00000015118	3	ADRNL,COLON,OVARY
ENSRNOG00000015133	3	BLOOD,COLON,SPLEEN
ENSRNOG00000015149	3	ADRNL,LIVER,WAT-SC
ENSRNOG00000015150	3	ADRNL,BAT,COLON
ENSRNOG00000015158	3	COLON,OVARY,SPLEEN
ENSRNOG00000015159	3	ADRNL,COLON,KIDNEY
ENSRNOG00000015177	3	ADRNL,COLON,SKM-GN
ENSRNOG00000015187	3	ADRNL,BAT,BLOOD
ENSRNOG00000015213	3	ADRNL,BLOOD,SPLEEN
ENSRNOG00000015278	3	BLOOD,HEART,SKM-GN
ENSRNOG00000015310	3	LUNG,OVARY,WAT-SC
ENSRNOG00000015335	3	BLOOD,HEART,KIDNEY
ENSRNOG00000015353	3	ADRNL,CORTEX,HIPPOC
ENSRNOG00000015385	3	ADRNL,BAT,BLOOD
ENSRNOG00000015430	3	BAT,SMLINT,WAT-SC
ENSRNOG00000015434	3	CORTEX,HEART,SKM-GN
ENSRNOG00000015438	3	ADRNL,BAT,HEART
ENSRNOG00000015501	3	ADRNL,COLON,OVARY
ENSRNOG00000015514	3	ADRNL,BAT,LUNG
ENSRNOG00000015591	3	ADRNL,SMLINT,SPLEEN
ENSRNOG00000015614	3	COLON,OVARY,SMLINT
ENSRNOG00000015642	3	ADRNL,BLOOD,HEART
ENSRNOG00000015658	3	ADRNL,BAT,TESTES
ENSRNOG00000015691	3	ADRNL,COLON,HEART
ENSRNOG00000015718	3	COLON,SKM-VL,WAT-SC
ENSRNOG00000015727	3	ADRNL,HEART,LIVER
ENSRNOG00000015840	3	ADRNL,BAT,OVARY
ENSRNOG00000015857	3	ADRNL,BAT,OVARY
ENSRNOG00000015866	3	SKM-GN,SKM-VL,WAT-SC
ENSRNOG00000015869	3	BAT,COLON,WAT-SC
ENSRNOG00000015894	3	BAT,LUNG,SPLEEN
ENSRNOG00000015912	3	ADRNL,BAT,BLOOD
ENSRNOG00000015916	3	ADRNL,OVARY,WAT-SC
ENSRNOG00000015948	3	ADRNL,BLOOD,COLON
ENSRNOG00000016013	3	ADRNL,SKM-VL,WAT-SC
ENSRNOG00000016037	3	COLON,OVARY,WAT-SC
ENSRNOG00000016102	3	ADRNL,BAT,WAT-SC
ENSRNOG00000016112	3	ADRNL,LUNG,WAT-SC
ENSRNOG00000016214	3	ADRNL,BLOOD,HEART
ENSRNOG00000016220	3	BAT,BLOOD,KIDNEY
ENSRNOG00000016234	3	ADRNL,HEART,SKM-VL
ENSRNOG00000016308	3	BAT,COLON,SMLINT
ENSRNOG00000016325	3	COLON,LUNG,SKM-VL
ENSRNOG00000016412	3	ADRNL,KIDNEY,SKM-VL
ENSRNOG00000016414	3	HEART,OVARY,WAT-SC
ENSRNOG00000016427	3	ADRNL,BAT,COLON
ENSRNOG00000016456	3	ADRNL,COLON,SPLEEN
ENSRNOG00000016459	3	ADRNL,BLOOD,HEART
ENSRNOG00000016468	3	ADRNL,COLON,SKM-VL
ENSRNOG00000016496	3	BAT,LUNG,WAT-SC
ENSRNOG00000016512	3	COLON,LUNG,WAT-SC
ENSRNOG00000016547	3	COLON,OVARY,SMLINT
ENSRNOG00000016558	3	ADRNL,BAT,SMLINT
ENSRNOG00000016560	3	BLOOD,SKM-GN,SKM-VL
ENSRNOG00000016580	3	BAT,BLOOD,CORTEX
ENSRNOG00000016595	3	BLOOD,COLON,WAT-SC
ENSRNOG00000016630	3	BLOOD,TESTES,WAT-SC
ENSRNOG00000016675	3	ADRNL,KIDNEY,LIVER
ENSRNOG00000016680	3	BLOOD,COLON,SPLEEN
ENSRNOG00000016684	3	ADRNL,SKM-GN,WAT-SC
ENSRNOG00000016714	3	HEART,SKM-GN,SKM-VL
ENSRNOG00000016727	3	COLON,HEART,SPLEEN
ENSRNOG00000016728	3	COLON,OVARY,SKM-GN
ENSRNOG00000016752	3	ADRNL,COLON,LUNG
ENSRNOG00000016756	3	ADRNL,BLOOD,WAT-SC
ENSRNOG00000016794	3	BAT,HEART,SKM-GN
ENSRNOG00000016826	3	BAT,LUNG,SMLINT
ENSRNOG00000016827	3	ADRNL,SKM-GN,WAT-SC
ENSRNOG00000016875	3	ADRNL,BLOOD,WAT-SC
ENSRNOG00000016890	3	ADRNL,HEART,VENACV
ENSRNOG00000016924	3	ADRNL,BAT,BLOOD
ENSRNOG00000016961	3	BAT,CORTEX,KIDNEY
ENSRNOG00000017002	3	ADRNL,HEART,HIPPOC
ENSRNOG00000017020	3	BAT,COLON,SMLINT
ENSRNOG00000017060	3	ADRNL,COLON,HEART
ENSRNOG00000017114	3	ADRNL,HEART,SKM-VL
ENSRNOG00000017117	3	ADRNL,BLOOD,WAT-SC
ENSRNOG00000017144	3	BLOOD,COLON,SPLEEN
ENSRNOG00000017181	3	COLON,LUNG,SPLEEN
ENSRNOG00000017194	3	ADRNL,BAT,WAT-SC
ENSRNOG00000017233	3	ADRNL,BAT,HEART
ENSRNOG00000017235	3	ADRNL,BLOOD,COLON
ENSRNOG00000017249	3	ADRNL,OVARY,SPLEEN
ENSRNOG00000017250	3	ADRNL,BLOOD,COLON
ENSRNOG00000017260	3	BLOOD,LUNG,SPLEEN
ENSRNOG00000017286	3	ADRNL,BAT,KIDNEY
ENSRNOG00000017297	3	ADRNL,SKM-GN,SMLINT
ENSRNOG00000017319	3	BAT,BLOOD,SPLEEN
ENSRNOG00000017403	3	BAT,LUNG,SMLINT
ENSRNOG00000017406	3	ADRNL,BAT,WAT-SC
ENSRNOG00000017417	3	BLOOD,COLON,SKM-GN
ENSRNOG00000017428	3	ADRNL,BAT,WAT-SC
ENSRNOG00000017445	3	BAT,LUNG,WAT-SC
ENSRNOG00000017467	3	ADRNL,COLON,WAT-SC
ENSRNOG00000017485	3	ADRNL,SMLINT,SPLEEN
ENSRNOG00000017496	3	ADRNL,BAT,WAT-SC
ENSRNOG00000017503	3	ADRNL,BAT,LIVER
ENSRNOG00000017506	3	BAT,COLON,LIVER
ENSRNOG00000017510	3	BAT,SKM-VL,WAT-SC
ENSRNOG00000017579	3	ADRNL,COLON,HEART
ENSRNOG00000017602	3	SMLINT,SPLEEN,WAT-SC
ENSRNOG00000017606	3	ADRNL,BLOOD,SMLINT
ENSRNOG00000017628	3	HEART,OVARY,SPLEEN
ENSRNOG00000017635	3	ADRNL,SKM-VL,SMLINT
ENSRNOG00000017716	3	ADRNL,OVARY,WAT-SC
ENSRNOG00000017752	3	BAT,COLON,WAT-SC
ENSRNOG00000017762	3	ADRNL,COLON,HEART
ENSRNOG00000017765	3	ADRNL,LIVER,OVARY
ENSRNOG00000017766	3	ADRNL,SMLINT,WAT-SC
ENSRNOG00000017775	3	LUNG,SMLINT,WAT-SC
ENSRNOG00000017783	3	ADRNL,OVARY,SPLEEN
ENSRNOG00000017801	3	BLOOD,HEART,SPLEEN
ENSRNOG00000017869	3	ADRNL,BAT,WAT-SC
ENSRNOG00000017871	3	ADRNL,BLOOD,LUNG
ENSRNOG00000017874	3	BAT,LUNG,SPLEEN
ENSRNOG00000017899	3	BLOOD,COLON,WAT-SC
ENSRNOG00000017917	3	ADRNL,COLON,WAT-SC
ENSRNOG00000017941	3	BLOOD,COLON,HEART
ENSRNOG00000017962	3	BLOOD,COLON,SPLEEN
ENSRNOG00000017965	3	ADRNL,BAT,HEART
ENSRNOG00000018009	3	ADRNL,BLOOD,WAT-SC
ENSRNOG00000018053	3	BLOOD,OVARY,SPLEEN
ENSRNOG00000018092	3	ADRNL,BAT,LUNG
ENSRNOG00000018107	3	ADRNL,BLOOD,SPLEEN
ENSRNOG00000018122	3	ADRNL,BAT,BLOOD
ENSRNOG00000018126	3	ADRNL,BAT,COLON
ENSRNOG00000018158	3	ADRNL,COLON,OVARY
ENSRNOG00000018164	3	ADRNL,SKM-VL,SPLEEN
ENSRNOG00000018237	3	ADRNL,BLOOD,COLON
ENSRNOG00000018246	3	ADRNL,SMLINT,SPLEEN
ENSRNOG00000018255	3	BAT,BLOOD,COLON
ENSRNOG00000018267	3	ADRNL,COLON,LUNG
ENSRNOG00000018336	3	COLON,LUNG,WAT-SC
ENSRNOG00000018382	3	ADRNL,COLON,SPLEEN
ENSRNOG00000018390	3	BAT,HEART,LUNG
ENSRNOG00000018395	3	BLOOD,SPLEEN,WAT-SC
ENSRNOG00000018396	3	ADRNL,COLON,LIVER
ENSRNOG00000018406	3	ADRNL,BAT,COLON
ENSRNOG00000018415	3	ADRNL,COLON,SKM-VL
ENSRNOG00000018454	3	ADRNL,BAT,BLOOD
ENSRNOG00000018457	3	ADRNL,BLOOD,COLON
ENSRNOG00000018461	3	ADRNL,BAT,WAT-SC
ENSRNOG00000018462	3	ADRNL,SKM-VL,VENACV
ENSRNOG00000018485	3	ADRNL,BLOOD,COLON
ENSRNOG00000018487	3	ADRNL,BLOOD,COLON
ENSRNOG00000018488	3	ADRNL,COLON,WAT-SC
ENSRNOG00000018516	3	ADRNL,SKM-VL,WAT-SC
ENSRNOG00000018567	3	BLOOD,HIPPOC,LIVER
ENSRNOG00000018569	3	ADRNL,BAT,WAT-SC
ENSRNOG00000018591	3	BLOOD,COLON,OVARY
ENSRNOG00000018599	3	BLOOD,COLON,WAT-SC
ENSRNOG00000018604	3	ADRNL,BAT,COLON
ENSRNOG00000018627	3	BLOOD,KIDNEY,SPLEEN
ENSRNOG00000018645	3	BLOOD,HEART,KIDNEY
ENSRNOG00000018651	3	ADRNL,SKM-GN,SKM-VL
ENSRNOG00000018659	3	LUNG,SPLEEN,WAT-SC
ENSRNOG00000018666	3	BAT,SPLEEN,WAT-SC
ENSRNOG00000018677	3	ADRNL,BLOOD,SKM-VL
ENSRNOG00000018686	3	HEART,SPLEEN,TESTES
ENSRNOG00000018697	3	BLOOD,COLON,SKM-GN
ENSRNOG00000018712	3	COLON,SKM-GN,SKM-VL
ENSRNOG00000018798	3	ADRNL,HEART,WAT-SC
ENSRNOG00000018812	3	BAT,BLOOD,OVARY
ENSRNOG00000018865	3	ADRNL,LUNG,WAT-SC
ENSRNOG00000018944	3	ADRNL,BAT,COLON
ENSRNOG00000018951	3	ADRNL,COLON,TESTES
ENSRNOG00000018952	3	ADRNL,SMLINT,SPLEEN
ENSRNOG00000018960	3	ADRNL,COLON,LUNG
ENSRNOG00000018971	3	BAT,LUNG,WAT-SC
ENSRNOG00000018997	3	ADRNL,BAT,COLON
ENSRNOG00000019027	3	ADRNL,SKM-GN,SKM-VL
ENSRNOG00000019077	3	BAT,LUNG,WAT-SC
ENSRNOG00000019100	3	COLON,SPLEEN,WAT-SC
ENSRNOG00000019106	3	BLOOD,HEART,KIDNEY
ENSRNOG00000019112	3	ADRNL,COLON,WAT-SC
ENSRNOG00000019120	3	ADRNL,SMLINT,WAT-SC
ENSRNOG00000019147	3	ADRNL,BLOOD,OVARY
ENSRNOG00000019179	3	ADRNL,COLON,SMLINT
ENSRNOG00000019205	3	ADRNL,BAT,SKM-VL
ENSRNOG00000019208	3	ADRNL,HEART,OVARY
ENSRNOG00000019211	3	ADRNL,OVARY,WAT-SC
ENSRNOG00000019244	3	ADRNL,OVARY,WAT-SC
ENSRNOG00000019253	3	COLON,KIDNEY,WAT-SC
ENSRNOG00000019277	3	ADRNL,BLOOD,COLON
ENSRNOG00000019308	3	BAT,COLON,SMLINT
ENSRNOG00000019311	3	BAT,BLOOD,WAT-SC
ENSRNOG00000019316	3	ADRNL,BLOOD,COLON
ENSRNOG00000019333	3	BAT,BLOOD,WAT-SC
ENSRNOG00000019352	3	ADRNL,BAT,COLON
ENSRNOG00000019353	3	BAT,COLON,SMLINT
ENSRNOG00000019361	3	ADRNL,HIPPOC,KIDNEY
ENSRNOG00000019404	3	HIPPOC,SKM-GN,SKM-VL
ENSRNOG00000019414	3	ADRNL,BAT,WAT-SC
ENSRNOG00000019422	3	KIDNEY,SKM-GN,SKM-VL
ENSRNOG00000019428	3	ADRNL,BAT,HEART
ENSRNOG00000019451	3	BLOOD,HEART,SKM-VL
ENSRNOG00000019453	3	BAT,CORTEX,KIDNEY
ENSRNOG00000019466	3	ADRNL,BAT,COLON
ENSRNOG00000019491	3	ADRNL,COLON,WAT-SC
ENSRNOG00000019590	3	BLOOD,COLON,SPLEEN
ENSRNOG00000019598	3	BAT,HEART,SKM-GN
ENSRNOG00000019662	3	ADRNL,SKM-VL,SPLEEN
ENSRNOG00000019675	3	ADRNL,BAT,COLON
ENSRNOG00000019693	3	ADRNL,BAT,BLOOD
ENSRNOG00000019704	3	ADRNL,BAT,WAT-SC
ENSRNOG00000019745	3	COLON,SKM-VL,VENACV
ENSRNOG00000019752	3	ADRNL,BAT,WAT-SC
ENSRNOG00000019768	3	ADRNL,BLOOD,LUNG
ENSRNOG00000019778	3	ADRNL,SPLEEN,TESTES
ENSRNOG00000019811	3	ADRNL,BLOOD,COLON
ENSRNOG00000019838	3	BAT,SPLEEN,WAT-SC
ENSRNOG00000019859	3	ADRNL,COLON,LUNG
ENSRNOG00000019875	3	ADRNL,BLOOD,KIDNEY
ENSRNOG00000019914	3	ADRNL,BAT,WAT-SC
ENSRNOG00000019933	3	BLOOD,COLON,SPLEEN
ENSRNOG00000019934	3	ADRNL,BLOOD,OVARY
ENSRNOG00000020027	3	ADRNL,BAT,WAT-SC
ENSRNOG00000020029	3	BAT,COLON,SPLEEN
ENSRNOG00000020030	3	ADRNL,HEART,LUNG
ENSRNOG00000020038	3	BAT,OVARY,WAT-SC
ENSRNOG00000020060	3	ADRNL,SKM-GN,SKM-VL
ENSRNOG00000020167	3	BAT,BLOOD,LIVER
ENSRNOG00000020169	3	BLOOD,OVARY,SPLEEN
ENSRNOG00000020182	3	ADRNL,BLOOD,COLON
ENSRNOG00000020197	3	BAT,SPLEEN,WAT-SC
ENSRNOG00000020244	3	ADRNL,BAT,LUNG
ENSRNOG00000020266	3	BLOOD,CORTEX,HEART
ENSRNOG00000020281	3	COLON,LUNG,SKM-VL
ENSRNOG00000020295	3	COLON,SPLEEN,WAT-SC
ENSRNOG00000020339	3	SKM-GN,SKM-VL,TESTES
ENSRNOG00000020345	3	ADRNL,BAT,WAT-SC
ENSRNOG00000020349	3	ADRNL,BLOOD,WAT-SC
ENSRNOG00000020363	3	ADRNL,BLOOD,SPLEEN
ENSRNOG00000020425	3	ADRNL,BLOOD,SPLEEN
ENSRNOG00000020455	3	COLON,SMLINT,WAT-SC
ENSRNOG00000020478	3	ADRNL,COLON,WAT-SC
ENSRNOG00000020505	3	ADRNL,BAT,LUNG
ENSRNOG00000020514	3	ADRNL,BAT,BLOOD
ENSRNOG00000020557	3	HIPPOC,SKM-VL,VENACV
ENSRNOG00000020578	3	COLON,LUNG,SPLEEN
ENSRNOG00000020622	3	ADRNL,HEART,OVARY
ENSRNOG00000020653	3	BAT,SMLINT,WAT-SC
ENSRNOG00000020656	3	ADRNL,BAT,COLON
ENSRNOG00000020659	3	ADRNL,BAT,SKM-VL
ENSRNOG00000020704	3	ADRNL,KIDNEY,VENACV
ENSRNOG00000020714	3	ADRNL,COLON,LUNG
ENSRNOG00000020715	3	BAT,BLOOD,COLON
ENSRNOG00000020716	3	BAT,LUNG,WAT-SC
ENSRNOG00000020726	3	BAT,COLON,SMLINT
ENSRNOG00000020762	3	ADRNL,LUNG,WAT-SC
ENSRNOG00000020770	3	ADRNL,SMLINT,WAT-SC
ENSRNOG00000020807	3	ADRNL,SKM-VL,SPLEEN
ENSRNOG00000020822	3	BAT,COLON,WAT-SC
ENSRNOG00000020894	3	ADRNL,BLOOD,COLON
ENSRNOG00000020902	3	BAT,BLOOD,COLON
ENSRNOG00000020905	3	ADRNL,BLOOD,COLON
ENSRNOG00000020918	3	COLON,LIVER,SPLEEN
ENSRNOG00000020935	3	ADRNL,BAT,BLOOD
ENSRNOG00000020945	3	ADRNL,SPLEEN,WAT-SC
ENSRNOG00000020953	3	BAT,LUNG,SMLINT
ENSRNOG00000020956	3	COLON,SKM-GN,SKM-VL
ENSRNOG00000020994	3	BAT,BLOOD,SPLEEN
ENSRNOG00000021062	3	ADRNL,COLON,LUNG
ENSRNOG00000021067	3	ADRNL,HIPPOC,WAT-SC
ENSRNOG00000021086	3	ADRNL,OVARY,WAT-SC
ENSRNOG00000021090	3	COLON,HEART,SMLINT
ENSRNOG00000021106	3	ADRNL,BLOOD,SPLEEN
ENSRNOG00000021139	3	ADRNL,BAT,WAT-SC
ENSRNOG00000021155	3	BAT,LUNG,WAT-SC
ENSRNOG00000021220	3	ADRNL,BAT,WAT-SC
ENSRNOG00000021231	3	ADRNL,COLON,HIPPOC
ENSRNOG00000021237	3	ADRNL,BAT,WAT-SC
ENSRNOG00000021244	3	ADRNL,BLOOD,SKM-VL
ENSRNOG00000021245	3	ADRNL,BLOOD,SPLEEN
ENSRNOG00000021262	3	ADRNL,BLOOD,COLON
ENSRNOG00000021265	3	COLON,OVARY,WAT-SC
ENSRNOG00000021314	3	HEART,KIDNEY,LIVER
ENSRNOG00000021403	3	COLON,HEART,OVARY
ENSRNOG00000021412	3	ADRNL,BAT,LUNG
ENSRNOG00000021441	3	COLON,HIPPOC,SPLEEN
ENSRNOG00000021546	3	LUNG,SMLINT,WAT-SC
ENSRNOG00000021573	3	ADRNL,SPLEEN,WAT-SC
ENSRNOG00000021670	3	ADRNL,SPLEEN,WAT-SC
ENSRNOG00000021719	3	ADRNL,KIDNEY,TESTES
ENSRNOG00000021828	3	ADRNL,BLOOD,COLON
ENSRNOG00000021856	3	COLON,OVARY,SPLEEN
ENSRNOG00000022009	3	ADRNL,LUNG,SMLINT
ENSRNOG00000022094	3	LUNG,SPLEEN,WAT-SC
ENSRNOG00000022144	3	BAT,BLOOD,OVARY
ENSRNOG00000022153	3	ADRNL,BLOOD,COLON
ENSRNOG00000022273	3	ADRNL,BAT,COLON
ENSRNOG00000022392	3	LIVER,SKM-GN,SKM-VL
ENSRNOG00000022414	3	BLOOD,SPLEEN,WAT-SC
ENSRNOG00000022565	3	BAT,LUNG,WAT-SC
ENSRNOG00000022723	3	ADRNL,SKM-GN,SKM-VL
ENSRNOG00000022753	3	BAT,HIPPOC,SPLEEN
ENSRNOG00000022804	3	BAT,OVARY,TESTES
