feature_ID	n_tissues	tissue
ENSRNOG00000019734	2	BLOOD,WAT-SC
ENSRNOG00000019737	2	BAT,LUNG
ENSRNOG00000019743	2	BAT,BLOOD
ENSRNOG00000019760	2	ADRNL,BAT
ENSRNOG00000019780	2	SKM-GN,SKM-VL
ENSRNOG00000019810	2	SKM-VL,SPLEEN
ENSRNOG00000019890	2	BAT,SPLEEN
ENSRNOG00000019895	2	BLOOD,COLON
ENSRNOG00000019907	2	BAT,LUNG
ENSRNOG00000019908	2	BAT,BLOOD
ENSRNOG00000019920	2	OVARY,SMLINT
ENSRNOG00000019930	2	COLON,SKM-VL
ENSRNOG00000019955	2	ADRNL,WAT-SC
ENSRNOG00000019962	2	ADRNL,OVARY
ENSRNOG00000019965	2	OVARY,WAT-SC
ENSRNOG00000019982	2	ADRNL,COLON
ENSRNOG00000019995	2	ADRNL,WAT-SC
ENSRNOG00000020005	2	BLOOD,COLON
ENSRNOG00000020014	2	ADRNL,LUNG
ENSRNOG00000020032	2	COLON,WAT-SC
ENSRNOG00000020078	2	ADRNL,WAT-SC
ENSRNOG00000020083	2	ADRNL,BLOOD
ENSRNOG00000020097	2	ADRNL,COLON
ENSRNOG00000020129	2	SPLEEN,WAT-SC
ENSRNOG00000020130	2	BLOOD,SPLEEN
ENSRNOG00000020164	2	SKM-GN,WAT-SC
ENSRNOG00000020173	2	ADRNL,OVARY
ENSRNOG00000020179	2	ADRNL,SKM-VL
ENSRNOG00000020185	2	HEART,HIPPOC
ENSRNOG00000020191	2	BLOOD,SKM-GN
ENSRNOG00000020193	2	BAT,SMLINT
ENSRNOG00000020194	2	ADRNL,COLON
ENSRNOG00000020212	2	CORTEX,KIDNEY
ENSRNOG00000020225	2	BLOOD,SKM-VL
ENSRNOG00000020242	2	SKM-GN,SKM-VL
ENSRNOG00000020247	2	ADRNL,BLOOD
ENSRNOG00000020251	2	SKM-GN,SKM-VL
ENSRNOG00000020279	2	ADRNL,WAT-SC
ENSRNOG00000020296	2	ADRNL,BAT
ENSRNOG00000020369	2	ADRNL,SKM-GN
ENSRNOG00000020372	2	COLON,WAT-SC
ENSRNOG00000020384	2	SMLINT,SPLEEN
ENSRNOG00000020393	2	BAT,BLOOD
ENSRNOG00000020394	2	ADRNL,COLON
ENSRNOG00000020420	2	BLOOD,KIDNEY
ENSRNOG00000020431	2	BAT,SMLINT
ENSRNOG00000020433	2	COLON,SPLEEN
ENSRNOG00000020440	2	BLOOD,WAT-SC
ENSRNOG00000020441	2	ADRNL,COLON
ENSRNOG00000020456	2	BLOOD,SPLEEN
ENSRNOG00000020468	2	LIVER,WAT-SC
ENSRNOG00000020482	2	ADRNL,WAT-SC
ENSRNOG00000020487	2	COLON,WAT-SC
ENSRNOG00000020497	2	BLOOD,SPLEEN
ENSRNOG00000020503	2	CORTEX,HYPOTH
ENSRNOG00000020525	2	ADRNL,COLON
ENSRNOG00000020526	2	BLOOD,SPLEEN
ENSRNOG00000020527	2	BLOOD,TESTES
ENSRNOG00000020532	2	COLON,KIDNEY
ENSRNOG00000020533	2	ADRNL,WAT-SC
ENSRNOG00000020544	2	ADRNL,SKM-VL
ENSRNOG00000020546	2	ADRNL,SKM-VL
ENSRNOG00000020551	2	BLOOD,SPLEEN
ENSRNOG00000020554	2	ADRNL,COLON
ENSRNOG00000020571	2	BLOOD,WAT-SC
ENSRNOG00000020577	2	COLON,HEART
ENSRNOG00000020579	2	OVARY,SKM-GN
ENSRNOG00000020583	2	ADRNL,SKM-VL
ENSRNOG00000020621	2	ADRNL,SMLINT
ENSRNOG00000020625	2	SMLINT,SPLEEN
ENSRNOG00000020640	2	ADRNL,SKM-VL
ENSRNOG00000020642	2	ADRNL,BAT
ENSRNOG00000020643	2	ADRNL,COLON
ENSRNOG00000020652	2	BAT,WAT-SC
ENSRNOG00000020667	2	ADRNL,BAT
ENSRNOG00000020679	2	BAT,SPLEEN
ENSRNOG00000020719	2	HEART,SMLINT
ENSRNOG00000020737	2	ADRNL,COLON
ENSRNOG00000020744	2	ADRNL,BAT
ENSRNOG00000020753	2	ADRNL,SKM-VL
ENSRNOG00000020763	2	ADRNL,WAT-SC
ENSRNOG00000020771	2	ADRNL,COLON
ENSRNOG00000020804	2	HEART,SKM-VL
ENSRNOG00000020813	2	ADRNL,WAT-SC
ENSRNOG00000020828	2	ADRNL,BAT
ENSRNOG00000020836	2	KIDNEY,SKM-VL
ENSRNOG00000020889	2	ADRNL,COLON
ENSRNOG00000020915	2	COLON,LUNG
ENSRNOG00000020941	2	ADRNL,BLOOD
ENSRNOG00000020947	2	ADRNL,BAT
ENSRNOG00000020948	2	ADRNL,WAT-SC
ENSRNOG00000020981	2	SKM-GN,SKM-VL
ENSRNOG00000020982	2	BLOOD,KIDNEY
ENSRNOG00000020993	2	ADRNL,COLON
ENSRNOG00000021004	2	ADRNL,WAT-SC
ENSRNOG00000021005	2	BAT,WAT-SC
ENSRNOG00000021010	2	BLOOD,COLON
ENSRNOG00000021015	2	OVARY,WAT-SC
ENSRNOG00000021017	2	BLOOD,HIPPOC
ENSRNOG00000021021	2	ADRNL,COLON
ENSRNOG00000021025	2	BLOOD,WAT-SC
ENSRNOG00000021027	2	ADRNL,COLON
ENSRNOG00000021029	2	ADRNL,HEART
ENSRNOG00000021035	2	BAT,HEART
ENSRNOG00000021042	2	BLOOD,COLON
ENSRNOG00000021053	2	ADRNL,COLON
ENSRNOG00000021063	2	HIPPOC,SMLINT
ENSRNOG00000021082	2	ADRNL,COLON
ENSRNOG00000021096	2	ADRNL,BAT
ENSRNOG00000021101	2	SKM-GN,SKM-VL
ENSRNOG00000021102	2	ADRNL,SPLEEN
ENSRNOG00000021110	2	SKM-GN,SKM-VL
ENSRNOG00000021128	2	ADRNL,SKM-GN
ENSRNOG00000021130	2	LIVER,SKM-GN
ENSRNOG00000021174	2	ADRNL,HEART
ENSRNOG00000021175	2	ADRNL,COLON
ENSRNOG00000021199	2	BAT,WAT-SC
ENSRNOG00000021201	2	BAT,LUNG
ENSRNOG00000021202	2	ADRNL,COLON
ENSRNOG00000021207	2	ADRNL,WAT-SC
ENSRNOG00000021234	2	ADRNL,SPLEEN
ENSRNOG00000021248	2	BLOOD,SPLEEN
ENSRNOG00000021256	2	HEART,WAT-SC
ENSRNOG00000021269	2	ADRNL,COLON
ENSRNOG00000021273	2	ADRNL,BAT
ENSRNOG00000021274	2	ADRNL,WAT-SC
ENSRNOG00000021285	2	COLON,SMLINT
ENSRNOG00000021316	2	ADRNL,COLON
ENSRNOG00000021323	2	COLON,SMLINT
ENSRNOG00000021355	2	ADRNL,WAT-SC
ENSRNOG00000021380	2	ADRNL,OVARY
ENSRNOG00000021390	2	ADRNL,WAT-SC
ENSRNOG00000021424	2	BAT,OVARY
ENSRNOG00000021433	2	ADRNL,COLON
ENSRNOG00000021474	2	BAT,SMLINT
ENSRNOG00000021560	2	OVARY,WAT-SC
ENSRNOG00000021614	2	COLON,SPLEEN
ENSRNOG00000021682	2	ADRNL,HIPPOC
ENSRNOG00000021691	2	ADRNL,BLOOD
ENSRNOG00000021693	2	ADRNL,WAT-SC
ENSRNOG00000021712	2	ADRNL,BAT
ENSRNOG00000021718	2	ADRNL,SPLEEN
ENSRNOG00000021725	2	COLON,SKM-VL
ENSRNOG00000021729	2	ADRNL,HEART
ENSRNOG00000021735	2	ADRNL,OVARY
ENSRNOG00000021750	2	HEART,OVARY
ENSRNOG00000021763	2	ADRNL,COLON
ENSRNOG00000021812	2	ADRNL,SKM-VL
ENSRNOG00000021840	2	COLON,TESTES
ENSRNOG00000021891	2	SMLINT,WAT-SC
ENSRNOG00000021916	2	ADRNL,COLON
ENSRNOG00000021919	2	SPLEEN,WAT-SC
ENSRNOG00000021984	2	ADRNL,BAT
ENSRNOG00000022054	2	ADRNL,KIDNEY
ENSRNOG00000022066	2	BAT,HEART
ENSRNOG00000022071	2	BLOOD,SPLEEN
ENSRNOG00000022143	2	ADRNL,SMLINT
ENSRNOG00000022162	2	COLON,SMLINT
ENSRNOG00000022196	2	ADRNL,COLON
ENSRNOG00000022218	2	ADRNL,BAT
ENSRNOG00000022261	2	BLOOD,SPLEEN
ENSRNOG00000022305	2	COLON,OVARY
ENSRNOG00000022323	2	ADRNL,OVARY
ENSRNOG00000022386	2	CORTEX,HIPPOC
ENSRNOG00000022448	2	ADRNL,SKM-VL
ENSRNOG00000022533	2	BLOOD,COLON
ENSRNOG00000022593	2	BAT,OVARY
ENSRNOG00000022598	2	BAT,WAT-SC
ENSRNOG00000022623	2	ADRNL,OVARY
ENSRNOG00000022636	2	ADRNL,COLON
ENSRNOG00000022697	2	COLON,HEART
ENSRNOG00000022710	2	ADRNL,LIVER
ENSRNOG00000022748	2	ADRNL,SKM-VL
ENSRNOG00000022771	2	BLOOD,CORTEX
ENSRNOG00000022772	2	LUNG,OVARY
ENSRNOG00000022777	2	ADRNL,SKM-GN
ENSRNOG00000022792	2	LUNG,SMLINT
ENSRNOG00000022807	2	COLON,SPLEEN
ENSRNOG00000022838	2	SKM-VL,SMLINT
ENSRNOG00000022839	2	ADRNL,CORTEX
ENSRNOG00000022845	2	BLOOD,SPLEEN
ENSRNOG00000022860	2	ADRNL,COLON
ENSRNOG00000022884	2	BAT,LUNG
ENSRNOG00000022921	2	ADRNL,SKM-VL
ENSRNOG00000023007	2	SKM-VL,WAT-SC
ENSRNOG00000023116	2	ADRNL,WAT-SC
ENSRNOG00000023129	2	COLON,OVARY
ENSRNOG00000023143	2	BAT,OVARY
ENSRNOG00000023208	2	ADRNL,COLON
ENSRNOG00000023209	2	ADRNL,LUNG
ENSRNOG00000023278	2	OVARY,WAT-SC
ENSRNOG00000023320	2	COLON,WAT-SC
ENSRNOG00000023322	2	ADRNL,COLON
ENSRNOG00000023334	2	ADRNL,BAT
ENSRNOG00000023337	2	COLON,CORTEX
ENSRNOG00000023356	2	ADRNL,COLON
ENSRNOG00000023376	2	BLOOD,SPLEEN
ENSRNOG00000023467	2	BLOOD,COLON
ENSRNOG00000023548	2	BAT,COLON
ENSRNOG00000023557	2	LUNG,SMLINT
ENSRNOG00000023587	2	ADRNL,WAT-SC
ENSRNOG00000023686	2	ADRNL,KIDNEY
ENSRNOG00000023803	2	ADRNL,HEART
ENSRNOG00000023807	2	ADRNL,BLOOD
ENSRNOG00000023861	2	COLON,OVARY
ENSRNOG00000023910	2	ADRNL,WAT-SC
ENSRNOG00000023969	2	BAT,SKM-VL
ENSRNOG00000023991	2	SKM-GN,WAT-SC
ENSRNOG00000024056	2	OVARY,SPLEEN
ENSRNOG00000024089	2	ADRNL,HEART
ENSRNOG00000024112	2	ADRNL,COLON
ENSRNOG00000024239	2	BLOOD,LUNG
ENSRNOG00000024259	2	COLON,SMLINT
ENSRNOG00000024310	2	ADRNL,COLON
ENSRNOG00000024322	2	HEART,LUNG
ENSRNOG00000024336	2	ADRNL,LUNG
ENSRNOG00000024450	2	ADRNL,BLOOD
ENSRNOG00000024460	2	ADRNL,OVARY
ENSRNOG00000024533	2	ADRNL,OVARY
ENSRNOG00000024535	2	ADRNL,SPLEEN
ENSRNOG00000024569	2	ADRNL,SPLEEN
ENSRNOG00000024577	2	COLON,SKM-GN
ENSRNOG00000024605	2	BLOOD,SPLEEN
ENSRNOG00000024620	2	ADRNL,WAT-SC
ENSRNOG00000024650	2	ADRNL,SPLEEN
ENSRNOG00000024651	2	ADRNL,OVARY
ENSRNOG00000024677	2	COLON,SMLINT
ENSRNOG00000024689	2	BAT,SPLEEN
ENSRNOG00000024703	2	KIDNEY,LUNG
ENSRNOG00000024743	2	ADRNL,COLON
ENSRNOG00000024751	2	ADRNL,BAT
ENSRNOG00000024757	2	ADRNL,BLOOD
ENSRNOG00000024808	2	ADRNL,KIDNEY
ENSRNOG00000024825	2	ADRNL,HEART
ENSRNOG00000024960	2	SKM-GN,SKM-VL
ENSRNOG00000024972	2	ADRNL,COLON
ENSRNOG00000024975	2	COLON,OVARY
ENSRNOG00000025040	2	ADRNL,COLON
ENSRNOG00000025042	2	ADRNL,BAT
ENSRNOG00000025051	2	ADRNL,BLOOD
ENSRNOG00000025052	2	ADRNL,COLON
ENSRNOG00000025079	2	ADRNL,COLON
ENSRNOG00000025115	2	HIPPOC,LIVER
ENSRNOG00000025117	2	COLON,LUNG
ENSRNOG00000025120	2	ADRNL,LUNG
ENSRNOG00000025142	2	COLON,WAT-SC
ENSRNOG00000025154	2	ADRNL,KIDNEY
ENSRNOG00000025164	2	LIVER,SMLINT
ENSRNOG00000025181	2	ADRNL,COLON
ENSRNOG00000025244	2	BLOOD,SPLEEN
ENSRNOG00000025274	2	ADRNL,COLON
ENSRNOG00000025285	2	BAT,OVARY
ENSRNOG00000025324	2	COLON,WAT-SC
ENSRNOG00000025354	2	LUNG,WAT-SC
ENSRNOG00000025370	2	ADRNL,BAT
ENSRNOG00000025371	2	KIDNEY,SMLINT
ENSRNOG00000025384	2	ADRNL,LUNG
ENSRNOG00000025418	2	ADRNL,BLOOD
ENSRNOG00000025460	2	SPLEEN,WAT-SC
ENSRNOG00000025476	2	ADRNL,SKM-GN
ENSRNOG00000025520	2	SKM-GN,VENACV
ENSRNOG00000025619	2	ADRNL,SPLEEN
ENSRNOG00000025670	2	ADRNL,COLON
ENSRNOG00000025811	2	BAT,SMLINT
ENSRNOG00000025815	2	COLON,WAT-SC
ENSRNOG00000025895	2	ADRNL,OVARY
ENSRNOG00000025959	2	BLOOD,SPLEEN
ENSRNOG00000026110	2	BLOOD,SPLEEN
ENSRNOG00000026124	2	COLON,WAT-SC
ENSRNOG00000026171	2	ADRNL,OVARY
ENSRNOG00000026177	2	COLON,HIPPOC
ENSRNOG00000026271	2	COLON,WAT-SC
ENSRNOG00000026293	2	SKM-GN,SPLEEN
ENSRNOG00000026316	2	ADRNL,COLON
ENSRNOG00000026455	2	SKM-GN,SKM-VL
ENSRNOG00000026474	2	ADRNL,SPLEEN
ENSRNOG00000026490	2	ADRNL,HIPPOC
ENSRNOG00000026501	2	ADRNL,COLON
ENSRNOG00000026604	2	SMLINT,WAT-SC
ENSRNOG00000026644	2	BAT,LUNG
ENSRNOG00000026647	2	BAT,COLON
ENSRNOG00000026649	2	ADRNL,COLON
ENSRNOG00000026650	2	COLON,WAT-SC
ENSRNOG00000026716	2	CORTEX,KIDNEY
ENSRNOG00000026742	2	BLOOD,SPLEEN
ENSRNOG00000026745	2	ADRNL,HEART
ENSRNOG00000026962	2	COLON,LUNG
ENSRNOG00000026963	2	LUNG,SKM-VL
ENSRNOG00000026985	2	ADRNL,CORTEX
ENSRNOG00000027024	2	SKM-GN,WAT-SC
ENSRNOG00000027026	2	BLOOD,OVARY
ENSRNOG00000027037	2	BLOOD,SPLEEN
ENSRNOG00000027124	2	COLON,SKM-VL
ENSRNOG00000027139	2	COLON,WAT-SC
ENSRNOG00000027191	2	KIDNEY,SPLEEN
ENSRNOG00000027204	2	LUNG,OVARY
ENSRNOG00000027228	2	ADRNL,WAT-SC
ENSRNOG00000027230	2	ADRNL,WAT-SC
ENSRNOG00000027295	2	BLOOD,WAT-SC
ENSRNOG00000027341	2	CORTEX,SKM-VL
ENSRNOG00000027357	2	ADRNL,WAT-SC
ENSRNOG00000027380	2	ADRNL,WAT-SC
ENSRNOG00000027456	2	ADRNL,LUNG
ENSRNOG00000027487	2	ADRNL,COLON
ENSRNOG00000027489	2	ADRNL,COLON
ENSRNOG00000027503	2	BLOOD,HEART
ENSRNOG00000027520	2	ADRNL,SPLEEN
ENSRNOG00000027739	2	BAT,SMLINT
ENSRNOG00000027742	2	KIDNEY,SPLEEN
ENSRNOG00000027799	2	BLOOD,SPLEEN
ENSRNOG00000027811	2	BAT,COLON
ENSRNOG00000027839	2	BAT,OVARY
ENSRNOG00000027860	2	LUNG,SMLINT
ENSRNOG00000027869	2	ADRNL,WAT-SC
ENSRNOG00000027906	2	BLOOD,SPLEEN
ENSRNOG00000027938	2	ADRNL,OVARY
ENSRNOG00000027990	2	COLON,WAT-SC
ENSRNOG00000028016	2	LUNG,SMLINT
ENSRNOG00000028198	2	COLON,WAT-SC
ENSRNOG00000028216	2	COLON,SMLINT
ENSRNOG00000028219	2	ADRNL,HEART
ENSRNOG00000028243	2	SMLINT,WAT-SC
ENSRNOG00000028259	2	BLOOD,COLON
ENSRNOG00000028261	2	ADRNL,HEART
ENSRNOG00000028273	2	ADRNL,COLON
ENSRNOG00000028335	2	COLON,HIPPOC
ENSRNOG00000028377	2	BLOOD,SPLEEN
ENSRNOG00000028404	2	COLON,LUNG
ENSRNOG00000028423	2	ADRNL,BAT
ENSRNOG00000028498	2	COLON,LUNG
ENSRNOG00000028512	2	COLON,OVARY
ENSRNOG00000028548	2	BAT,LUNG
ENSRNOG00000028557	2	ADRNL,BAT
ENSRNOG00000028622	2	COLON,SMLINT
ENSRNOG00000028629	2	ADRNL,COLON
ENSRNOG00000028638	2	ADRNL,SMLINT
ENSRNOG00000028659	2	BLOOD,SPLEEN
ENSRNOG00000028690	2	KIDNEY,SPLEEN
ENSRNOG00000028713	2	ADRNL,WAT-SC
ENSRNOG00000028768	2	ADRNL,BAT
ENSRNOG00000028814	2	ADRNL,BAT
ENSRNOG00000028822	2	ADRNL,SPLEEN
ENSRNOG00000028834	2	ADRNL,OVARY
ENSRNOG00000028844	2	ADRNL,COLON
ENSRNOG00000028904	2	ADRNL,SMLINT
ENSRNOG00000028946	2	BLOOD,OVARY
ENSRNOG00000029047	2	ADRNL,WAT-SC
ENSRNOG00000029055	2	SPLEEN,WAT-SC
ENSRNOG00000029061	2	COLON,LIVER
ENSRNOG00000029078	2	COLON,SMLINT
ENSRNOG00000029178	2	ADRNL,WAT-SC
ENSRNOG00000029260	2	HIPPOC,OVARY
ENSRNOG00000029330	2	ADRNL,OVARY
ENSRNOG00000029333	2	ADRNL,BAT
ENSRNOG00000029342	2	COLON,LUNG
ENSRNOG00000029366	2	COLON,LUNG
ENSRNOG00000029399	2	HEART,WAT-SC
ENSRNOG00000029449	2	ADRNL,COLON
ENSRNOG00000029450	2	COLON,LUNG
ENSRNOG00000029478	2	ADRNL,LIVER
ENSRNOG00000029501	2	ADRNL,BAT
ENSRNOG00000029508	2	SPLEEN,WAT-SC
ENSRNOG00000029510	2	ADRNL,LUNG
ENSRNOG00000029512	2	ADRNL,KIDNEY
ENSRNOG00000029549	2	ADRNL,BAT
ENSRNOG00000029564	2	ADRNL,WAT-SC
ENSRNOG00000029571	2	ADRNL,HEART
ENSRNOG00000029651	2	ADRNL,OVARY
ENSRNOG00000029698	2	ADRNL,SKM-GN
ENSRNOG00000029811	2	ADRNL,LUNG
ENSRNOG00000029813	2	ADRNL,SKM-GN
ENSRNOG00000029855	2	ADRNL,BAT
ENSRNOG00000029889	2	ADRNL,COLON
ENSRNOG00000029941	2	ADRNL,BLOOD
ENSRNOG00000029986	2	ADRNL,OVARY
ENSRNOG00000029993	2	ADRNL,SPLEEN
ENSRNOG00000029995	2	ADRNL,BLOOD
ENSRNOG00000030021	2	BAT,LUNG
ENSRNOG00000030055	2	BLOOD,WAT-SC
ENSRNOG00000030126	2	ADRNL,SKM-GN
ENSRNOG00000030149	2	LUNG,SMLINT
ENSRNOG00000030183	2	ADRNL,KIDNEY
ENSRNOG00000030210	2	ADRNL,WAT-SC
ENSRNOG00000030228	2	COLON,OVARY
ENSRNOG00000030232	2	ADRNL,COLON
ENSRNOG00000030247	2	LIVER,SMLINT
ENSRNOG00000030264	2	BLOOD,COLON
ENSRNOG00000030266	2	ADRNL,WAT-SC
ENSRNOG00000030269	2	ADRNL,HIPPOC
ENSRNOG00000030328	2	ADRNL,COLON
ENSRNOG00000030334	2	ADRNL,BLOOD
ENSRNOG00000030418	2	ADRNL,COLON
ENSRNOG00000030515	2	COLON,SKM-VL
ENSRNOG00000030530	2	BAT,WAT-SC
ENSRNOG00000030597	2	ADRNL,BLOOD
ENSRNOG00000030639	2	ADRNL,HEART
ENSRNOG00000030705	2	BLOOD,COLON
ENSRNOG00000030714	2	ADRNL,OVARY
ENSRNOG00000030726	2	ADRNL,OVARY
ENSRNOG00000030747	2	BLOOD,COLON
ENSRNOG00000030771	2	ADRNL,WAT-SC
ENSRNOG00000030807	2	ADRNL,BAT
ENSRNOG00000030830	2	ADRNL,SKM-GN
ENSRNOG00000030871	2	ADRNL,SKM-VL
ENSRNOG00000030981	2	COLON,LUNG
ENSRNOG00000031085	2	ADRNL,COLON
ENSRNOG00000031092	2	ADRNL,LUNG
ENSRNOG00000031174	2	BLOOD,OVARY
ENSRNOG00000031202	2	ADRNL,WAT-SC
ENSRNOG00000031211	2	ADRNL,BAT
ENSRNOG00000031213	2	ADRNL,COLON
ENSRNOG00000031312	2	SPLEEN,WAT-SC
ENSRNOG00000031315	2	COLON,SPLEEN
ENSRNOG00000031420	2	HEART,SPLEEN
ENSRNOG00000031448	2	ADRNL,COLON
ENSRNOG00000031479	2	BLOOD,COLON
ENSRNOG00000031709	2	HEART,WAT-SC
ENSRNOG00000031760	2	ADRNL,HEART
ENSRNOG00000031789	2	ADRNL,COLON
ENSRNOG00000031801	2	COLON,OVARY
ENSRNOG00000031834	2	ADRNL,COLON
ENSRNOG00000031916	2	COLON,SPLEEN
ENSRNOG00000031997	2	LUNG,SPLEEN
ENSRNOG00000032034	2	ADRNL,BLOOD
ENSRNOG00000032133	2	ADRNL,WAT-SC
ENSRNOG00000032202	2	COLON,SMLINT
ENSRNOG00000032238	2	ADRNL,BAT
ENSRNOG00000032246	2	COLON,KIDNEY
ENSRNOG00000032297	2	ADRNL,LIVER
ENSRNOG00000032364	2	BLOOD,WAT-SC
ENSRNOG00000032396	2	ADRNL,BAT
ENSRNOG00000032463	2	ADRNL,KIDNEY
ENSRNOG00000032590	2	COLON,WAT-SC
ENSRNOG00000032669	2	ADRNL,TESTES
ENSRNOG00000032759	2	COLON,SMLINT
ENSRNOG00000032871	2	HIPPOC,LUNG
ENSRNOG00000032908	2	ADRNL,BAT
ENSRNOG00000032922	2	ADRNL,COLON
ENSRNOG00000033087	2	ADRNL,HEART
ENSRNOG00000033192	2	COLON,WAT-SC
ENSRNOG00000033206	2	LIVER,OVARY
ENSRNOG00000033261	2	ADRNL,HIPPOC
ENSRNOG00000033316	2	BLOOD,HEART
ENSRNOG00000033348	2	ADRNL,LUNG
ENSRNOG00000033372	2	ADRNL,COLON
ENSRNOG00000033378	2	BLOOD,SPLEEN
ENSRNOG00000033389	2	ADRNL,LUNG
ENSRNOG00000033402	2	COLON,SMLINT
ENSRNOG00000033426	2	BLOOD,WAT-SC
ENSRNOG00000033498	2	ADRNL,OVARY
ENSRNOG00000033508	2	ADRNL,BLOOD
ENSRNOG00000033531	2	ADRNL,SKM-VL
ENSRNOG00000033564	2	ADRNL,WAT-SC
ENSRNOG00000033581	2	SPLEEN,WAT-SC
ENSRNOG00000033593	2	ADRNL,WAT-SC
ENSRNOG00000033663	2	COLON,LIVER
ENSRNOG00000033688	2	ADRNL,LUNG
ENSRNOG00000033697	2	ADRNL,BAT
ENSRNOG00000033734	2	HEART,SKM-GN
ENSRNOG00000033747	2	ADRNL,BAT
ENSRNOG00000033765	2	BLOOD,HEART
ENSRNOG00000033772	2	COLON,SMLINT
ENSRNOG00000033791	2	SPLEEN,WAT-SC
ENSRNOG00000033792	2	ADRNL,LUNG
ENSRNOG00000033835	2	BAT,WAT-SC
ENSRNOG00000033883	2	ADRNL,SKM-VL
ENSRNOG00000033916	2	BLOOD,SPLEEN
ENSRNOG00000034025	2	BAT,BLOOD
ENSRNOG00000034037	2	BLOOD,HEART
ENSRNOG00000034078	2	BLOOD,SPLEEN
ENSRNOG00000034084	2	ADRNL,WAT-SC
ENSRNOG00000034102	2	COLON,HIPPOC
ENSRNOG00000034164	2	ADRNL,WAT-SC
ENSRNOG00000034182	2	ADRNL,SKM-GN
ENSRNOG00000034230	2	SMLINT,WAT-SC
ENSRNOG00000034240	2	CORTEX,WAT-SC
ENSRNOG00000034242	2	COLON,LUNG
ENSRNOG00000034258	2	HEART,SKM-VL
ENSRNOG00000034290	2	ADRNL,BAT
ENSRNOG00000036571	2	ADRNL,WAT-SC
ENSRNOG00000036649	2	SKM-GN,SKM-VL
ENSRNOG00000036664	2	ADRNL,BLOOD
ENSRNOG00000036673	2	COLON,WAT-SC
ENSRNOG00000036684	2	BAT,COLON
ENSRNOG00000036691	2	BAT,BLOOD
ENSRNOG00000036692	2	ADRNL,WAT-SC
ENSRNOG00000036696	2	BLOOD,HEART
ENSRNOG00000036760	2	COLON,KIDNEY
ENSRNOG00000036794	2	SKM-GN,SKM-VL
ENSRNOG00000036798	2	ADRNL,SKM-GN
ENSRNOG00000036814	2	BLOOD,OVARY
ENSRNOG00000036833	2	ADRNL,OVARY
ENSRNOG00000036835	2	BLOOD,COLON
ENSRNOG00000036837	2	BLOOD,LIVER
ENSRNOG00000036894	2	BAT,COLON
ENSRNOG00000036913	2	COLON,SKM-GN
ENSRNOG00000037113	2	BAT,KIDNEY
ENSRNOG00000037198	2	ADRNL,BAT
ENSRNOG00000037371	2	ADRNL,BAT
ENSRNOG00000037402	2	BLOOD,WAT-SC
ENSRNOG00000037409	2	BAT,LUNG
ENSRNOG00000037446	2	ADRNL,BAT
ENSRNOG00000037514	2	ADRNL,OVARY
ENSRNOG00000037540	2	BLOOD,COLON
ENSRNOG00000037655	2	ADRNL,BAT
ENSRNOG00000037757	2	ADRNL,BAT
ENSRNOG00000037815	2	ADRNL,BAT
ENSRNOG00000037850	2	ADRNL,BAT
ENSRNOG00000037897	2	BLOOD,SPLEEN
ENSRNOG00000038001	2	ADRNL,COLON
ENSRNOG00000038085	2	ADRNL,BAT
ENSRNOG00000038160	2	ADRNL,COLON
ENSRNOG00000038540	2	BLOOD,SPLEEN
ENSRNOG00000038597	2	ADRNL,HEART
ENSRNOG00000038784	2	ADRNL,OVARY
ENSRNOG00000038883	2	BLOOD,HEART
ENSRNOG00000038933	2	ADRNL,KIDNEY
ENSRNOG00000039214	2	COLON,OVARY
ENSRNOG00000039284	2	BLOOD,COLON
ENSRNOG00000039300	2	ADRNL,COLON
ENSRNOG00000039390	2	BAT,OVARY
ENSRNOG00000039571	2	BLOOD,COLON
ENSRNOG00000039807	2	ADRNL,BLOOD
ENSRNOG00000039971	2	BAT,BLOOD
ENSRNOG00000039985	2	ADRNL,BAT
ENSRNOG00000040109	2	BLOOD,SPLEEN
ENSRNOG00000040201	2	HEART,SPLEEN
ENSRNOG00000040205	2	ADRNL,WAT-SC
ENSRNOG00000042041	2	COLON,WAT-SC
ENSRNOG00000042078	2	BLOOD,SPLEEN
ENSRNOG00000042094	2	BAT,OVARY
ENSRNOG00000042111	2	COLON,KIDNEY
ENSRNOG00000042139	2	BAT,BLOOD
ENSRNOG00000042229	2	ADRNL,SMLINT
ENSRNOG00000042320	2	COLON,SMLINT
ENSRNOG00000042353	2	BAT,SMLINT
ENSRNOG00000042419	2	ADRNL,HEART
ENSRNOG00000042449	2	BAT,SPLEEN
ENSRNOG00000042501	2	ADRNL,BAT
ENSRNOG00000042519	2	ADRNL,WAT-SC
ENSRNOG00000042536	2	ADRNL,SKM-GN
ENSRNOG00000042592	2	BAT,BLOOD
ENSRNOG00000042596	2	OVARY,WAT-SC
ENSRNOG00000042785	2	ADRNL,LIVER
ENSRNOG00000042825	2	BAT,LUNG
ENSRNOG00000042826	2	ADRNL,SMLINT
ENSRNOG00000042869	2	ADRNL,BAT
ENSRNOG00000042929	2	BLOOD,OVARY
ENSRNOG00000043006	2	ADRNL,KIDNEY
ENSRNOG00000043033	2	ADRNL,BAT
ENSRNOG00000043077	2	BLOOD,COLON
ENSRNOG00000043098	2	LIVER,SPLEEN
ENSRNOG00000043286	2	COLON,WAT-SC
